,center,left,right,steering,throttle,reverse,speed
1546,center_2020_04_21_00_58_37_708.jpg,left_2020_04_21_00_58_37_708.jpg,right_2020_04_21_00_58_37_708.jpg,0.05379903,1.0,0.0,30.18945
1547,center_2020_04_21_00_58_37_811.jpg,left_2020_04_21_00_58_37_811.jpg,right_2020_04_21_00_58_37_811.jpg,0.13869879999999998,1.0,0.0,30.189020000000003
1551,center_2020_04_21_00_58_38_245.jpg,left_2020_04_21_00_58_38_245.jpg,right_2020_04_21_00_58_38_245.jpg,0.1769221,1.0,0.0,30.181590000000003
1552,center_2020_04_21_00_58_38_356.jpg,left_2020_04_21_00_58_38_356.jpg,right_2020_04_21_00_58_38_356.jpg,0.1600167,1.0,0.0,30.18917
1553,center_2020_04_21_00_58_38_463.jpg,left_2020_04_21_00_58_38_463.jpg,right_2020_04_21_00_58_38_463.jpg,0.0,1.0,0.0,30.18935
1554,center_2020_04_21_00_58_38_569.jpg,left_2020_04_21_00_58_38_569.jpg,right_2020_04_21_00_58_38_569.jpg,0.0,1.0,0.0,30.190440000000002
1560,center_2020_04_21_00_58_39_222.jpg,left_2020_04_21_00_58_39_222.jpg,right_2020_04_21_00_58_39_222.jpg,0.0,1.0,0.0,30.190170000000002
1561,center_2020_04_21_00_58_39_323.jpg,left_2020_04_21_00_58_39_323.jpg,right_2020_04_21_00_58_39_323.jpg,0.0,1.0,0.0,30.19027
1562,center_2020_04_21_00_58_39_427.jpg,left_2020_04_21_00_58_39_427.jpg,right_2020_04_21_00_58_39_427.jpg,0.04662895,1.0,0.0,30.19045
1567,center_2020_04_21_00_58_39_959.jpg,left_2020_04_21_00_58_39_959.jpg,right_2020_04_21_00_58_39_959.jpg,0.0,1.0,0.0,30.19035
1582,center_2020_04_21_00_58_41_538.jpg,left_2020_04_21_00_58_41_538.jpg,right_2020_04_21_00_58_41_538.jpg,0.0,1.0,0.0,30.19029
1586,center_2020_04_21_00_58_41_975.jpg,left_2020_04_21_00_58_41_975.jpg,right_2020_04_21_00_58_41_975.jpg,-0.1508038,1.0,0.0,30.18396
1587,center_2020_04_21_00_58_42_076.jpg,left_2020_04_21_00_58_42_076.jpg,right_2020_04_21_00_58_42_076.jpg,-0.07074559,1.0,0.0,30.190559999999998
1591,center_2020_04_21_00_58_42_493.jpg,left_2020_04_21_00_58_42_493.jpg,right_2020_04_21_00_58_42_493.jpg,-0.16875279999999998,1.0,0.0,30.182940000000002
1592,center_2020_04_21_00_58_42_599.jpg,left_2020_04_21_00_58_42_599.jpg,right_2020_04_21_00_58_42_599.jpg,-0.2824527,1.0,0.0,30.177329999999998
1594,center_2020_04_21_00_58_42_810.jpg,left_2020_04_21_00_58_42_810.jpg,right_2020_04_21_00_58_42_810.jpg,-0.06179094,1.0,0.0,30.19002
1597,center_2020_04_21_00_58_43_136.jpg,left_2020_04_21_00_58_43_136.jpg,right_2020_04_21_00_58_43_136.jpg,-0.16482929999999998,1.0,0.0,30.184720000000002
1600,center_2020_04_21_00_58_43_451.jpg,left_2020_04_21_00_58_43_451.jpg,right_2020_04_21_00_58_43_451.jpg,-0.1586938,1.0,0.0,30.1841
1601,center_2020_04_21_00_58_43_556.jpg,left_2020_04_21_00_58_43_556.jpg,right_2020_04_21_00_58_43_556.jpg,-0.1071242,1.0,0.0,30.190070000000002
1603,center_2020_04_21_00_58_43_769.jpg,left_2020_04_21_00_58_43_769.jpg,right_2020_04_21_00_58_43_769.jpg,-0.26951090000000005,1.0,0.0,30.1757
1604,center_2020_04_21_00_58_43_873.jpg,left_2020_04_21_00_58_43_873.jpg,right_2020_04_21_00_58_43_873.jpg,0.0,1.0,0.0,30.18951
1605,center_2020_04_21_00_58_43_981.jpg,left_2020_04_21_00_58_43_981.jpg,right_2020_04_21_00_58_43_981.jpg,-0.146724,1.0,0.0,30.18713
1606,center_2020_04_21_00_58_44_103.jpg,left_2020_04_21_00_58_44_103.jpg,right_2020_04_21_00_58_44_103.jpg,-0.3398491,1.0,0.0,30.17053
1607,center_2020_04_21_00_58_44_203.jpg,left_2020_04_21_00_58_44_203.jpg,right_2020_04_21_00_58_44_203.jpg,-0.06763208,1.0,0.0,30.191229999999997
1608,center_2020_04_21_00_58_44_307.jpg,left_2020_04_21_00_58_44_307.jpg,right_2020_04_21_00_58_44_307.jpg,-0.23899520000000002,1.0,0.0,30.18279
1609,center_2020_04_21_00_58_44_413.jpg,left_2020_04_21_00_58_44_413.jpg,right_2020_04_21_00_58_44_413.jpg,-0.07173336,1.0,0.0,30.19163
1612,center_2020_04_21_00_58_44_725.jpg,left_2020_04_21_00_58_44_725.jpg,right_2020_04_21_00_58_44_725.jpg,-0.1158482,1.0,0.0,30.18727
1613,center_2020_04_21_00_58_44_831.jpg,left_2020_04_21_00_58_44_831.jpg,right_2020_04_21_00_58_44_831.jpg,-0.1212902,1.0,0.0,30.190509999999996
1615,center_2020_04_21_00_58_45_037.jpg,left_2020_04_21_00_58_45_037.jpg,right_2020_04_21_00_58_45_037.jpg,-0.06894600000000001,1.0,0.0,30.19115
1617,center_2020_04_21_00_58_45_248.jpg,left_2020_04_21_00_58_45_248.jpg,right_2020_04_21_00_58_45_248.jpg,-0.08186388,1.0,0.0,30.1893
1619,center_2020_04_21_00_58_45_462.jpg,left_2020_04_21_00_58_45_462.jpg,right_2020_04_21_00_58_45_462.jpg,-0.20290479999999997,1.0,0.0,30.18042
1620,center_2020_04_21_00_58_45_567.jpg,left_2020_04_21_00_58_45_567.jpg,right_2020_04_21_00_58_45_567.jpg,-0.5651547,1.0,0.0,30.13366
1621,center_2020_04_21_00_58_45_670.jpg,left_2020_04_21_00_58_45_670.jpg,right_2020_04_21_00_58_45_670.jpg,-0.8729578000000001,1.0,0.0,30.10114
1622,center_2020_04_21_00_58_45_774.jpg,left_2020_04_21_00_58_45_774.jpg,right_2020_04_21_00_58_45_774.jpg,-0.8413777,1.0,0.0,30.131320000000002
1623,center_2020_04_21_00_58_45_876.jpg,left_2020_04_21_00_58_45_876.jpg,right_2020_04_21_00_58_45_876.jpg,-0.5401599,1.0,0.0,30.19903
1624,center_2020_04_21_00_58_45_979.jpg,left_2020_04_21_00_58_45_979.jpg,right_2020_04_21_00_58_45_979.jpg,-0.23352699999999998,1.0,0.0,30.20324
1627,center_2020_04_21_00_58_46_321.jpg,left_2020_04_21_00_58_46_321.jpg,right_2020_04_21_00_58_46_321.jpg,0.266898,1.0,0.0,30.16931
1631,center_2020_04_21_00_58_46_745.jpg,left_2020_04_21_00_58_46_745.jpg,right_2020_04_21_00_58_46_745.jpg,-0.1812118,1.0,0.0,30.181959999999997
1632,center_2020_04_21_00_58_46_854.jpg,left_2020_04_21_00_58_46_854.jpg,right_2020_04_21_00_58_46_854.jpg,-0.045491699999999996,1.0,0.0,30.19097
1634,center_2020_04_21_00_58_47_067.jpg,left_2020_04_21_00_58_47_067.jpg,right_2020_04_21_00_58_47_067.jpg,-0.08061289999999999,1.0,0.0,30.19081
1637,center_2020_04_21_00_58_47_386.jpg,left_2020_04_21_00_58_47_386.jpg,right_2020_04_21_00_58_47_386.jpg,-0.09141005,1.0,0.0,30.18928
1638,center_2020_04_21_00_58_47_497.jpg,left_2020_04_21_00_58_47_497.jpg,right_2020_04_21_00_58_47_497.jpg,-0.4676102,1.0,0.0,30.14527
1639,center_2020_04_21_00_58_47_606.jpg,left_2020_04_21_00_58_47_606.jpg,right_2020_04_21_00_58_47_606.jpg,-0.17187349999999998,1.0,0.0,30.19254
1640,center_2020_04_21_00_58_47_712.jpg,left_2020_04_21_00_58_47_712.jpg,right_2020_04_21_00_58_47_712.jpg,-0.1749422,1.0,0.0,30.18853
1641,center_2020_04_21_00_58_47_817.jpg,left_2020_04_21_00_58_47_817.jpg,right_2020_04_21_00_58_47_817.jpg,-0.05971491,1.0,0.0,30.19146
1645,center_2020_04_21_00_58_48_233.jpg,left_2020_04_21_00_58_48_233.jpg,right_2020_04_21_00_58_48_233.jpg,-0.34728600000000004,1.0,0.0,30.161609999999996
1646,center_2020_04_21_00_58_48_344.jpg,left_2020_04_21_00_58_48_344.jpg,right_2020_04_21_00_58_48_344.jpg,-0.2273015,1.0,0.0,30.18931
1649,center_2020_04_21_00_58_48_661.jpg,left_2020_04_21_00_58_48_661.jpg,right_2020_04_21_00_58_48_661.jpg,-0.05158496,1.0,0.0,30.1899
1650,center_2020_04_21_00_58_48_771.jpg,left_2020_04_21_00_58_48_771.jpg,right_2020_04_21_00_58_48_771.jpg,-0.1048797,1.0,0.0,30.189559999999997
1652,center_2020_04_21_00_58_49_002.jpg,left_2020_04_21_00_58_49_002.jpg,right_2020_04_21_00_58_49_002.jpg,-0.1772701,1.0,0.0,30.18328
1653,center_2020_04_21_00_58_49_108.jpg,left_2020_04_21_00_58_49_108.jpg,right_2020_04_21_00_58_49_108.jpg,-0.04746902,1.0,0.0,30.1902
1657,center_2020_04_21_00_58_49_539.jpg,left_2020_04_21_00_58_49_539.jpg,right_2020_04_21_00_58_49_539.jpg,-0.21804,1.0,0.0,30.17813
1658,center_2020_04_21_00_58_49_649.jpg,left_2020_04_21_00_58_49_649.jpg,right_2020_04_21_00_58_49_649.jpg,-0.576117,1.0,0.0,30.130940000000002
1659,center_2020_04_21_00_58_49_751.jpg,left_2020_04_21_00_58_49_751.jpg,right_2020_04_21_00_58_49_751.jpg,-0.27241479999999996,1.0,0.0,30.19238
1660,center_2020_04_21_00_58_49_854.jpg,left_2020_04_21_00_58_49_854.jpg,right_2020_04_21_00_58_49_854.jpg,-0.5836855,1.0,0.0,30.154809999999998
1661,center_2020_04_21_00_58_49_958.jpg,left_2020_04_21_00_58_49_958.jpg,right_2020_04_21_00_58_49_958.jpg,-0.5674199000000001,1.0,0.0,30.1769
1662,center_2020_04_21_00_58_50_070.jpg,left_2020_04_21_00_58_50_070.jpg,right_2020_04_21_00_58_50_070.jpg,-0.2319871,1.0,0.0,30.19694
1664,center_2020_04_21_00_58_50_274.jpg,left_2020_04_21_00_58_50_274.jpg,right_2020_04_21_00_58_50_274.jpg,0.0,1.0,0.0,30.18995
1665,center_2020_04_21_00_58_50_380.jpg,left_2020_04_21_00_58_50_380.jpg,right_2020_04_21_00_58_50_380.jpg,0.2005917,1.0,0.0,30.174290000000003
1666,center_2020_04_21_00_58_50_489.jpg,left_2020_04_21_00_58_50_489.jpg,right_2020_04_21_00_58_50_489.jpg,0.5005946,1.0,0.0,30.14442
1667,center_2020_04_21_00_58_50_598.jpg,left_2020_04_21_00_58_50_598.jpg,right_2020_04_21_00_58_50_598.jpg,0.2021635,1.0,0.0,30.1902
1678,center_2020_04_21_00_58_51_771.jpg,left_2020_04_21_00_58_51_771.jpg,right_2020_04_21_00_58_51_771.jpg,-0.2749257,1.0,0.0,30.169940000000004
1679,center_2020_04_21_00_58_51_879.jpg,left_2020_04_21_00_58_51_879.jpg,right_2020_04_21_00_58_51_879.jpg,-0.1593329,1.0,0.0,30.19078
1681,center_2020_04_21_00_58_52_096.jpg,left_2020_04_21_00_58_52_096.jpg,right_2020_04_21_00_58_52_096.jpg,0.0,1.0,0.0,30.19022
1686,center_2020_04_21_00_58_52_636.jpg,left_2020_04_21_00_58_52_636.jpg,right_2020_04_21_00_58_52_636.jpg,-0.05482185,1.0,0.0,30.190309999999997
1687,center_2020_04_21_00_58_52_741.jpg,left_2020_04_21_00_58_52_741.jpg,right_2020_04_21_00_58_52_741.jpg,-0.3612599,1.0,0.0,30.160359999999997
1692,center_2020_04_21_00_58_53_276.jpg,left_2020_04_21_00_58_53_276.jpg,right_2020_04_21_00_58_53_276.jpg,-0.2188228,1.0,0.0,30.17737
1693,center_2020_04_21_00_58_53_383.jpg,left_2020_04_21_00_58_53_383.jpg,right_2020_04_21_00_58_53_383.jpg,-0.07544088,1.0,0.0,30.191059999999997
1697,center_2020_04_21_00_58_53_804.jpg,left_2020_04_21_00_58_53_804.jpg,right_2020_04_21_00_58_53_804.jpg,-0.2842201,1.0,0.0,30.17127
1698,center_2020_04_21_00_58_53_905.jpg,left_2020_04_21_00_58_53_905.jpg,right_2020_04_21_00_58_53_905.jpg,-0.1918888,1.0,0.0,30.18992
1701,center_2020_04_21_00_58_54_215.jpg,left_2020_04_21_00_58_54_215.jpg,right_2020_04_21_00_58_54_215.jpg,-0.060023900000000005,1.0,0.0,30.189740000000004
1702,center_2020_04_21_00_58_54_321.jpg,left_2020_04_21_00_58_54_321.jpg,right_2020_04_21_00_58_54_321.jpg,-0.1695989,1.0,0.0,30.18572
1707,center_2020_04_21_00_58_54_850.jpg,left_2020_04_21_00_58_54_850.jpg,right_2020_04_21_00_58_54_850.jpg,-0.128157,1.0,0.0,30.185879999999997
1710,center_2020_04_21_00_58_55_180.jpg,left_2020_04_21_00_58_55_180.jpg,right_2020_04_21_00_58_55_180.jpg,-0.04290318,1.0,0.0,30.19003
1711,center_2020_04_21_00_58_55_287.jpg,left_2020_04_21_00_58_55_287.jpg,right_2020_04_21_00_58_55_287.jpg,-0.3651209,1.0,0.0,30.1608
1712,center_2020_04_21_00_58_55_392.jpg,left_2020_04_21_00_58_55_392.jpg,right_2020_04_21_00_58_55_392.jpg,-0.05167472,1.0,0.0,30.1909
1718,center_2020_04_21_00_58_56_019.jpg,left_2020_04_21_00_58_56_019.jpg,right_2020_04_21_00_58_56_019.jpg,0.0,1.0,0.0,30.190279999999998
1722,center_2020_04_21_00_58_56_431.jpg,left_2020_04_21_00_58_56_431.jpg,right_2020_04_21_00_58_56_431.jpg,-0.04315782,1.0,0.0,30.18985
1723,center_2020_04_21_00_58_56_536.jpg,left_2020_04_21_00_58_56_536.jpg,right_2020_04_21_00_58_56_536.jpg,-0.29196020000000006,1.0,0.0,30.16988
1729,center_2020_04_21_00_58_57_174.jpg,left_2020_04_21_00_58_57_174.jpg,right_2020_04_21_00_58_57_174.jpg,-0.07700121,1.0,0.0,30.1903
1731,center_2020_04_21_00_58_57_382.jpg,left_2020_04_21_00_58_57_382.jpg,right_2020_04_21_00_58_57_382.jpg,0.0,1.0,0.0,30.190279999999998
1734,center_2020_04_21_00_58_57_695.jpg,left_2020_04_21_00_58_57_695.jpg,right_2020_04_21_00_58_57_695.jpg,-0.042702199999999996,1.0,0.0,30.18925
1737,center_2020_04_21_00_58_58_012.jpg,left_2020_04_21_00_58_58_012.jpg,right_2020_04_21_00_58_58_012.jpg,-0.1665212,1.0,0.0,30.18303
1738,center_2020_04_21_00_58_58_119.jpg,left_2020_04_21_00_58_58_119.jpg,right_2020_04_21_00_58_58_119.jpg,-0.1151133,1.0,0.0,30.190309999999997
1743,center_2020_04_21_00_58_58_637.jpg,left_2020_04_21_00_58_58_637.jpg,right_2020_04_21_00_58_58_637.jpg,-0.09825289,1.0,0.0,30.187820000000002
1744,center_2020_04_21_00_58_58_737.jpg,left_2020_04_21_00_58_58_737.jpg,right_2020_04_21_00_58_58_737.jpg,-0.1220069,1.0,0.0,30.189559999999997
1750,center_2020_04_21_00_58_59_381.jpg,left_2020_04_21_00_58_59_381.jpg,right_2020_04_21_00_58_59_381.jpg,0.0,1.0,0.0,30.1903
1758,center_2020_04_21_00_59_00_221.jpg,left_2020_04_21_00_59_00_221.jpg,right_2020_04_21_00_59_00_221.jpg,-0.09944987,1.0,0.0,30.18757
1759,center_2020_04_21_00_59_00_323.jpg,left_2020_04_21_00_59_00_323.jpg,right_2020_04_21_00_59_00_323.jpg,-0.1139306,1.0,0.0,30.18978
1764,center_2020_04_21_00_59_00_834.jpg,left_2020_04_21_00_59_00_834.jpg,right_2020_04_21_00_59_00_834.jpg,-0.04350865,1.0,0.0,30.18965
1767,center_2020_04_21_00_59_01_156.jpg,left_2020_04_21_00_59_01_156.jpg,right_2020_04_21_00_59_01_156.jpg,-0.08334017,1.0,0.0,30.18866
1768,center_2020_04_21_00_59_01_263.jpg,left_2020_04_21_00_59_01_263.jpg,right_2020_04_21_00_59_01_263.jpg,-0.1527479,1.0,0.0,30.18817
1771,center_2020_04_21_00_59_01_572.jpg,left_2020_04_21_00_59_01_572.jpg,right_2020_04_21_00_59_01_572.jpg,0.0,1.0,0.0,30.190279999999998
1778,center_2020_04_21_00_59_02_309.jpg,left_2020_04_21_00_59_02_309.jpg,right_2020_04_21_00_59_02_309.jpg,-0.10482000000000001,1.0,0.0,30.18739
1797,center_2020_04_21_00_59_04_303.jpg,left_2020_04_21_00_59_04_303.jpg,right_2020_04_21_00_59_04_303.jpg,-0.07350004,1.0,0.0,30.188990000000004
1802,center_2020_04_21_00_59_04_827.jpg,left_2020_04_21_00_59_04_827.jpg,right_2020_04_21_00_59_04_827.jpg,-0.15498299999999998,1.0,0.0,30.18402
1805,center_2020_04_21_00_59_05_147.jpg,left_2020_04_21_00_59_05_147.jpg,right_2020_04_21_00_59_05_147.jpg,0.0,1.0,0.0,30.19019
1806,center_2020_04_21_00_59_05_252.jpg,left_2020_04_21_00_59_05_252.jpg,right_2020_04_21_00_59_05_252.jpg,-0.1819679,1.0,0.0,30.181990000000003
1807,center_2020_04_21_00_59_05_355.jpg,left_2020_04_21_00_59_05_355.jpg,right_2020_04_21_00_59_05_355.jpg,-0.08565617,1.0,0.0,30.19085
1813,center_2020_04_21_00_59_05_991.jpg,left_2020_04_21_00_59_05_991.jpg,right_2020_04_21_00_59_05_991.jpg,-0.1603442,1.0,0.0,30.18556
1836,center_2020_04_21_00_59_08_459.jpg,left_2020_04_21_00_59_08_459.jpg,right_2020_04_21_00_59_08_459.jpg,-0.1309022,1.0,0.0,30.18549
1837,center_2020_04_21_00_59_08_564.jpg,left_2020_04_21_00_59_08_564.jpg,right_2020_04_21_00_59_08_564.jpg,-0.1108682,1.0,0.0,30.18999
1854,center_2020_04_21_00_59_10_367.jpg,left_2020_04_21_00_59_10_367.jpg,right_2020_04_21_00_59_10_367.jpg,-0.1856128,1.0,0.0,30.18089
1855,center_2020_04_21_00_59_10_470.jpg,left_2020_04_21_00_59_10_470.jpg,right_2020_04_21_00_59_10_470.jpg,-0.1753739,1.0,0.0,30.188470000000002
1858,center_2020_04_21_00_59_10_792.jpg,left_2020_04_21_00_59_10_792.jpg,right_2020_04_21_00_59_10_792.jpg,0.0,1.0,0.0,30.19027
1864,center_2020_04_21_00_59_11_421.jpg,left_2020_04_21_00_59_11_421.jpg,right_2020_04_21_00_59_11_421.jpg,0.0,1.0,0.0,30.190279999999998
1887,center_2020_04_21_00_59_13_878.jpg,left_2020_04_21_00_59_13_878.jpg,right_2020_04_21_00_59_13_878.jpg,0.0,1.0,0.0,30.1902
1888,center_2020_04_21_00_59_13_990.jpg,left_2020_04_21_00_59_13_990.jpg,right_2020_04_21_00_59_13_990.jpg,-0.10722290000000001,1.0,0.0,30.186090000000004
1892,center_2020_04_21_00_59_14_420.jpg,left_2020_04_21_00_59_14_420.jpg,right_2020_04_21_00_59_14_420.jpg,-0.18304220000000002,1.0,0.0,30.18092
1893,center_2020_04_21_00_59_14_526.jpg,left_2020_04_21_00_59_14_526.jpg,right_2020_04_21_00_59_14_526.jpg,-0.1581842,1.0,0.0,30.190240000000003
1903,center_2020_04_21_00_59_15_604.jpg,left_2020_04_21_00_59_15_604.jpg,right_2020_04_21_00_59_15_604.jpg,-0.09588933,1.0,0.0,30.18798
1904,center_2020_04_21_00_59_15_709.jpg,left_2020_04_21_00_59_15_709.jpg,right_2020_04_21_00_59_15_709.jpg,-0.09517229,1.0,0.0,30.19008
1919,center_2020_04_21_00_59_17_277.jpg,left_2020_04_21_00_59_17_277.jpg,right_2020_04_21_00_59_17_277.jpg,0.0,1.0,0.0,30.1903
1920,center_2020_04_21_00_59_17_382.jpg,left_2020_04_21_00_59_17_382.jpg,right_2020_04_21_00_59_17_382.jpg,-0.04826117,1.0,0.0,30.18975
1921,center_2020_04_21_00_59_17_484.jpg,left_2020_04_21_00_59_17_484.jpg,right_2020_04_21_00_59_17_484.jpg,-0.21745810000000002,1.0,0.0,30.17863
1925,center_2020_04_21_00_59_17_895.jpg,left_2020_04_21_00_59_17_895.jpg,right_2020_04_21_00_59_17_895.jpg,0.0,1.0,0.0,30.19022
1926,center_2020_04_21_00_59_18_014.jpg,left_2020_04_21_00_59_18_014.jpg,right_2020_04_21_00_59_18_014.jpg,0.0,1.0,0.0,30.19029
1928,center_2020_04_21_00_59_18_225.jpg,left_2020_04_21_00_59_18_225.jpg,right_2020_04_21_00_59_18_225.jpg,-0.07942522,1.0,0.0,30.18872
1931,center_2020_04_21_00_59_18_543.jpg,left_2020_04_21_00_59_18_543.jpg,right_2020_04_21_00_59_18_543.jpg,0.0,1.0,0.0,30.19029
1933,center_2020_04_21_00_59_18_754.jpg,left_2020_04_21_00_59_18_754.jpg,right_2020_04_21_00_59_18_754.jpg,0.0,1.0,0.0,30.190279999999998
1934,center_2020_04_21_00_59_18_862.jpg,left_2020_04_21_00_59_18_862.jpg,right_2020_04_21_00_59_18_862.jpg,-0.15042579999999997,1.0,0.0,30.184379999999997
1935,center_2020_04_21_00_59_18_964.jpg,left_2020_04_21_00_59_18_964.jpg,right_2020_04_21_00_59_18_964.jpg,-0.1480858,1.0,0.0,30.18948
1936,center_2020_04_21_00_59_19_072.jpg,left_2020_04_21_00_59_19_072.jpg,right_2020_04_21_00_59_19_072.jpg,0.0,1.0,0.0,30.18958
1946,center_2020_04_21_00_59_20_125.jpg,left_2020_04_21_00_59_20_125.jpg,right_2020_04_21_00_59_20_125.jpg,-0.1286312,1.0,0.0,30.18575
1947,center_2020_04_21_00_59_20_234.jpg,left_2020_04_21_00_59_20_234.jpg,right_2020_04_21_00_59_20_234.jpg,-0.05778944,1.0,0.0,30.190590000000004
1951,center_2020_04_21_00_59_20_665.jpg,left_2020_04_21_00_59_20_665.jpg,right_2020_04_21_00_59_20_665.jpg,-0.0903089,1.0,0.0,30.18836
1952,center_2020_04_21_00_59_20_771.jpg,left_2020_04_21_00_59_20_771.jpg,right_2020_04_21_00_59_20_771.jpg,-0.3000062,1.0,0.0,30.17523
1954,center_2020_04_21_00_59_20_989.jpg,left_2020_04_21_00_59_20_989.jpg,right_2020_04_21_00_59_20_989.jpg,0.0,1.0,0.0,30.190009999999997
1961,center_2020_04_21_00_59_21_720.jpg,left_2020_04_21_00_59_21_720.jpg,right_2020_04_21_00_59_21_720.jpg,-0.06879902,1.0,0.0,30.189120000000003
1962,center_2020_04_21_00_59_21_821.jpg,left_2020_04_21_00_59_21_821.jpg,right_2020_04_21_00_59_21_821.jpg,-0.40020279999999997,1.0,0.0,30.154529999999998
1963,center_2020_04_21_00_59_21_923.jpg,left_2020_04_21_00_59_21_923.jpg,right_2020_04_21_00_59_21_923.jpg,-0.1251358,1.0,0.0,30.191290000000002
1973,center_2020_04_21_00_59_22_969.jpg,left_2020_04_21_00_59_22_969.jpg,right_2020_04_21_00_59_22_969.jpg,-0.18098689999999998,1.0,0.0,30.18447
1978,center_2020_04_21_00_59_23_482.jpg,left_2020_04_21_00_59_23_482.jpg,right_2020_04_21_00_59_23_482.jpg,-0.2027578,1.0,0.0,30.179340000000003
1981,center_2020_04_21_00_59_23_792.jpg,left_2020_04_21_00_59_23_792.jpg,right_2020_04_21_00_59_23_792.jpg,-0.11940619999999999,1.0,0.0,30.18725
1982,center_2020_04_21_00_59_23_898.jpg,left_2020_04_21_00_59_23_898.jpg,right_2020_04_21_00_59_23_898.jpg,-0.13766099999999998,1.0,0.0,30.188940000000002
1984,center_2020_04_21_00_59_24_112.jpg,left_2020_04_21_00_59_24_112.jpg,right_2020_04_21_00_59_24_112.jpg,-0.381963,1.0,0.0,30.162059999999997
1985,center_2020_04_21_00_59_24_213.jpg,left_2020_04_21_00_59_24_213.jpg,right_2020_04_21_00_59_24_213.jpg,-0.27363000000000004,1.0,0.0,30.189320000000002
1991,center_2020_04_21_00_59_24_851.jpg,left_2020_04_21_00_59_24_851.jpg,right_2020_04_21_00_59_24_851.jpg,-0.25515,1.0,0.0,30.17393
1992,center_2020_04_21_00_59_24_957.jpg,left_2020_04_21_00_59_24_957.jpg,right_2020_04_21_00_59_24_957.jpg,-0.10144760000000001,1.0,0.0,30.191209999999998
1997,center_2020_04_21_00_59_25_499.jpg,left_2020_04_21_00_59_25_499.jpg,right_2020_04_21_00_59_25_499.jpg,-0.31684509999999994,1.0,0.0,30.16664
1998,center_2020_04_21_00_59_25_606.jpg,left_2020_04_21_00_59_25_606.jpg,right_2020_04_21_00_59_25_606.jpg,-0.22949120000000003,1.0,0.0,30.18856
2002,center_2020_04_21_00_59_26_018.jpg,left_2020_04_21_00_59_26_018.jpg,right_2020_04_21_00_59_26_018.jpg,-0.196161,1.0,0.0,30.18095
2003,center_2020_04_21_00_59_26_118.jpg,left_2020_04_21_00_59_26_118.jpg,right_2020_04_21_00_59_26_118.jpg,-0.38457870000000005,1.0,0.0,30.16318
2004,center_2020_04_21_00_59_26_225.jpg,left_2020_04_21_00_59_26_225.jpg,right_2020_04_21_00_59_26_225.jpg,-0.0879178,1.0,0.0,30.191709999999997
2008,center_2020_04_21_00_59_26_671.jpg,left_2020_04_21_00_59_26_671.jpg,right_2020_04_21_00_59_26_671.jpg,-0.297786,1.0,0.0,30.16975
2009,center_2020_04_21_00_59_26_772.jpg,left_2020_04_21_00_59_26_772.jpg,right_2020_04_21_00_59_26_772.jpg,-0.2496182,1.0,0.0,30.187170000000002
2013,center_2020_04_21_00_59_27_182.jpg,left_2020_04_21_00_59_27_182.jpg,right_2020_04_21_00_59_27_182.jpg,-0.0678091,1.0,0.0,30.189420000000002
2014,center_2020_04_21_00_59_27_290.jpg,left_2020_04_21_00_59_27_290.jpg,right_2020_04_21_00_59_27_290.jpg,-0.11181630000000001,1.0,0.0,30.18978
2017,center_2020_04_21_00_59_27_603.jpg,left_2020_04_21_00_59_27_603.jpg,right_2020_04_21_00_59_27_603.jpg,-0.05041194,1.0,0.0,30.189870000000003
2018,center_2020_04_21_00_59_27_709.jpg,left_2020_04_21_00_59_27_709.jpg,right_2020_04_21_00_59_27_709.jpg,-0.1505585,1.0,0.0,30.18873
2020,center_2020_04_21_00_59_27_928.jpg,left_2020_04_21_00_59_27_928.jpg,right_2020_04_21_00_59_27_928.jpg,-0.3256438,1.0,0.0,30.16987
2021,center_2020_04_21_00_59_28_041.jpg,left_2020_04_21_00_59_28_041.jpg,right_2020_04_21_00_59_28_041.jpg,-0.1513503,1.0,0.0,30.192059999999998
2022,center_2020_04_21_00_59_28_142.jpg,left_2020_04_21_00_59_28_142.jpg,right_2020_04_21_00_59_28_142.jpg,-0.1641215,1.0,0.0,30.189529999999998
2026,center_2020_04_21_00_59_28_563.jpg,left_2020_04_21_00_59_28_563.jpg,right_2020_04_21_00_59_28_563.jpg,-0.20038499999999998,1.0,0.0,30.180709999999998
2027,center_2020_04_21_00_59_28_670.jpg,left_2020_04_21_00_59_28_670.jpg,right_2020_04_21_00_59_28_670.jpg,-0.217437,1.0,0.0,30.187820000000002
2028,center_2020_04_21_00_59_28_777.jpg,left_2020_04_21_00_59_28_777.jpg,right_2020_04_21_00_59_28_777.jpg,-0.23314229999999997,1.0,0.0,30.18637
2029,center_2020_04_21_00_59_28_881.jpg,left_2020_04_21_00_59_28_881.jpg,right_2020_04_21_00_59_28_881.jpg,-0.1977181,1.0,0.0,30.191190000000002
2030,center_2020_04_21_00_59_28_987.jpg,left_2020_04_21_00_59_28_987.jpg,right_2020_04_21_00_59_28_987.jpg,0.0,1.0,0.0,30.18869
2045,center_2020_04_21_00_59_30_593.jpg,left_2020_04_21_00_59_30_593.jpg,right_2020_04_21_00_59_30_593.jpg,-0.1027858,1.0,0.0,30.1876
2046,center_2020_04_21_00_59_30_699.jpg,left_2020_04_21_00_59_30_699.jpg,right_2020_04_21_00_59_30_699.jpg,-0.3351628,1.0,0.0,30.165129999999998
